GSTIN,COMPANY_NAME
08AASFS7488J1Z3,SHREE BALAJI METHAL WORKS
08AABCM1858J2Z9,MARATHON INDIA LIMITED
08AARCS3715L1ZS,STEP
08ABMPJ4426G1ZM,POOJA INDUSTRIES
08AAUCS0306C1ZJ,SUPER NOVA TECH CRAFT ENGINEERING OVERSEAS LIMITED
08AADCC7989C1ZD,MYTRAH ENERGY (INDIA) LIMITED
08AAECG6960G1ZF,GREENFIRST POWER VENTURES PRIVATE LIMITED
08AAACD6406A1Z9,Dusad Transformers & Switchgears Pvt. Ltd.
08AADCB1762G1ZV,BONTON CABLES (INDIA) PRIVATE LIMITED
08AAHFL1423H1ZJ,LOKESH ENTERPRISES
08AAACO5806D1ZQ,OSWAL TRANSFORMERS PRIVATE LIMITED
08BRKPK6162M1Z7,ROYAL SOLAR ENERGY
08AAGCR0953C1ZL,ROHIT PIGMENTS INDUSTRIES PRIVATE LIMITED
08AAFCP3095G1Z9,PKN MOTORS PRIVATE LIMITED
08AAKCP9521E1Z9,POWER SYSTEM ENGINEERS & CONSULTANTS PRIVATE LIMITED
08AACCA2202R1ZP,ARVIND PRESS CAPS LIMITED
08AAACE4080B1Z4,ELEKTROLITES  POWER (P) LTD.
08AADCT1573H2Z9,TRANS ACNR SOLUTIONS PRIVATE LIMITED
08AAHCT0732C1ZP,TPOWER TRANSFORMER AND SWITCHGEAR PRIVATE LIMITED
08AAFCS6359C1Z9,SIMPSON DRIVES & CONTROLS PVT. LTD
08AAGFS7539G1ZU,Selmore
08AAACL3171C1ZX,Rajasthan Renewable Energy Corporation Ltd.
08AABCD0834B1ZA,DANISH PRIVATE LIMITED
08ABUFS1536Q1Z8,SHRI KRISHNA UDHYOG
08AAOCA4706A1ZZ,Azure Power Forty One Private Limited
08AACCN8296N1ZM,NORTHWEST ENERGY PRIVATE LIMITED
08AAACV7586M1ZJ,VARDHMAN ELECTRO MECH P.LTD.
08AAACH3779C1ZN,HARIT TRANSFORMERS PRIVATE LIMITED
08AABCH7142L1ZE,HSD BATTERIES (INDIA) PRIVATE LIMITED
08AACCP1486C1ZL,PENTA SOLAREX PRIVATE LIMITED
08AADCN4843N1Z0,NIDEC INDIA PRIVATE LIMITED
08AAACK0356L1ZI,KUNSTOCOM INDIA LIMITED
08AASCA1810F1ZU,ADANI HYBRID ENERGY JAISALMER TWO LIMITED
08AACCV0022G1ZT,VIJETA BEVERAGES PVT. LTD.
08AAACN0149C1ZZ,NHPC Limited
08AABCD2168G1ZT,DYNAMIC ELECPOWER PRIVATE LIMITED
08AAAPY6407D1ZQ,SHEETAL ENTERPRISES
08AAQPH8756A1ZH,RITIKA ENTERPRISES
08ADZFS4419D1ZM,SOLAR HOUSE
08AASCA7980Q1ZG,ADANI SOLAR ENERGY JODHPUR TWO LIMITED
08ABBFS7219P1ZL,SATYAM TRANSFORMERS
08AKNPG9689E1ZI,SHREE METAL INDIA
08AFJPG7314M1Z6,GANPATI METAL INDUSTRY
08AAACF7813R1Z3,FRIEND'S MANAGEMENT & CONSULTANTS PRIVATE LIMITED
08AACCR8148M1ZT,RANISATI WIRE PRIVATE LIMITED
08AAKPN8949H1Z0,G. NAGAR & ASSOCIATES
08AAHCS8521N1ZS,SANHIT AUTOMATION TECHNOLOGIES PRIVATE LIMITED
08ADIFS2170A1ZD,SURESH ELECTRIC BOARD WORKS
08ACLPM9373K1ZT,MUNDRA  ENERGIES
08AAAFC7365C1ZO,CREATIVE ENGINEERS
08AAACK0711H1Z0,KAMAL ENVIROTECH PRIVATE LIMITED
08ACGPD0949P1Z9,JANAK MOTORS
08AAECR7636J1ZY,RAJASTHAN POWERGEN TRANSFORMER PVT.LTD
08AAICP1893M1ZR,PRAYATNA DEVELOPERS PRIVATE LIMITED
09AABCA8679F1ZC,GE POWER INDIA LIMITED
09AAFCM3858C1ZF,MODERN ELECTROFAB PRIVATE LIMITED
09AAECN3487F2Z7,NIKUM ENERGY CONTROL INDIA LIMITED
09ABGCS0804G1ZI,SILVER CONSUMER ELECTRICALS PRIVATE LIMITED
09AARCA0588P1ZR,AMREST ELECTRICALS LIMITED
09AABCI4924M1Z9,M/S INDOTECH SWITCH GEAR & CONTROLS (DELHI)S PVT LTD
09AAACS4572J1Z2,STAR SINTERED PRODUCTS LTD
09AEDPG9668P1ZL,H M LIGHTING
09AAGCB9732R1ZT,XH SMART TECH (INDIA) PRIVATE LIMITED
09AARCS5262J1ZO,M/S SVS TECHNOLOGY SERVICES (P) LTD
09AADCH7185B1ZK,M/S  HONG GUANG DE TECHNOLOGY INDIA PRIVATE LIMITED
09AACCR4608N2ZZ,RST ELECTRICALS PVT LTD
09AAACL2134R1Z7,LIT INDIA PVT LTD
09AAFCM7126F1ZG,MANSFIELD CABLES COMPANY LIMITED
09AAHPF7472Q1ZY,M/S NEW FINE ELECTRICALS
09AWKPS6285P2Z9,V.A.G.INDUSTRIES (INDIA)
09ACMPH3645N1Z2,M/S SARTHI ENTERPRISES
09AACCL8419M1ZZ,LENTO INDUSTRIES PRIVATE LIMITED
09AACCL6125G1ZL,M/S LAPS N TABS TECHNOLOGY PRIVATE LIMITED
09BHRPM0628K1ZU,M/S M K ELECTRONICS
09AACFM9234A1ZI,M/S MADAN CONTRACTOR & CO.
09AATFM6032F1Z1,M/S MAK ENGINEERS INC.
09AAACN0026C1Z5,NEPTUNE (INDIA) LIMITED
09AAACD1165A1Z9,M/S DEKI ELECTRONICS LTD
09AABCE7323A1Z3,M/S ENVIROTECH  SYSTEMS  LIMITED
09AAPCS0559L1ZO,M/S SUNPLAST ELECTRONICS PVT.LTD.
09AAKCS0266R1ZL,SUPREME GLOBAL TRADING PRIVATE LIMITED
09AAACE1390E1ZX,M/S EASTERN ELECTROLYSER LTD.
09AACCG9674M1ZT,GUPTA POWER TECHNOLOGIES PRIVATE LIMITED
09AACCR3298Q1ZI,EVOLUTE CLEANTECH SOLUTIONS PRIVATE LIMITED
09AATCA0724F1ZO,ALCLED LIGHTING PRIVATE LIMITED
09AABCT7365F1Z4,M/S TECHNICAL ASSOCIATES LTD
09AAFFH7410N1Z3,HARIOM ENTERPRISES
09AAECJ7321E1ZP,JSP ELECTRONICS INDIA PRIVATE LIMITED
09AAICS6952Q1ZC,M/S SHIVA GENSETS PVT. LTD.
09AAACV0531E1ZR,M/S VIMAL PLAST INDIA P.LTD
09AAHCS8926K1ZN,SAMWON PRECISION MOULD MFG.(I)PVT.LTD.
09AACCT9799E1ZN,M/S TRINIX IMPEX PRIVATE LIMITED
09AAACP1651R1ZZ,M/S PIECO INDIA ENGINEERING COMPANY PRIVATE LIMITED
09AACCP8992M2ZG,Positive Plastics Pvt Ltd
09AANCM1344D1ZK,MPS AUDIO SOLUTIONS PRIVATE LIMITED
09AAJCS7988P1ZZ,M/S SALCOMP MANUFACTURING INDIA PRIVATE LIMITED
09AAACU1901H1ZM,M/S  UNITED TELELINKS (BANGALORE) LIMITED
09AAIFI2879P1ZG,INNOVIC ENERGY LLP
09EHAPS3733M1ZU,M/S UNIQUE ENTERPRISES
09ABKFA4528J1Z6,AGARWAL INDUSTRIES
09AAFCG5884Q1ZM,M/S  GAUTAM SOLAR PRIVATE LIMITED
09AAFCA9357G1ZD,M/S AUTOTEK STEEL ENGINEERS PVT LTD
09AACCF1682N1Z8,M/S  FELTRON  INDUSTRIES   PRIVATE  LIMITED
09AAACI8576J1Z0,M/S INTEGRO ENGINEERS PVT. LTD.
09AAACC3936C1ZZ,CONCEPT ENGINEERS (INDIA) PVT LTD
09AABCA8972B1ZO,AKSHAT AUTOLINE PRIVATE LIMITED
09AAACW0947R1ZN,WAGO PRIVATE LIMITED
09AAPFD5407P1ZS,Dhriti Fashion
09AAACF8366P1ZV,M/S  FROG CELLSAT LIMITED
09AACCG7394J1Z2,WASHMATIC INDIA PVT. LTD.
09AAAPD2311B1ZQ,Super Engineering Works
09AAJCM7263K1ZV,M/S  MCM TELECOM EQUIPMENT PRIVATE LIMITED
09AAIFR4433N1ZP,M/S RALTRONICS MARKETING (INDIA)
09AACCJ2354H1ZM,M/S JAWAHARPUR VIDYUT UTPADAN NIGAM LTD.
09AADCF6851G1ZH,FOXSKY ELECTRONICS INDIA PRIVATE LIMITED
09AABCP6324J1ZA,M/S PROTONIX  FORTUNER INDIA PRIVATE LIMITED
09ATEPA6417G1ZX,M/S SAINIK DISTRIBUTORS
09AAACE6142N1ZE,EMM ESS AIRCON PRIVATE LIMITED
09AADCN0573H1ZG,NEXUS ENGICONSULTS PRIVATE LIMITED
09AANFT5756F1ZN,Toshi Automation Solutions
09AABCV6776G1ZV,M/S VICTOR PUSHIN CORDS PVT. LTD
09AAECS0758A1ZL,STESALIT LIMITED
09AAFFF6461R2ZN,FOUR ACES AGRO PRODUCTS
09AAACU1741K1Z9,ULTIMA SWITCHGEARS  LTD.( W.I.F.31/07/2008)
09AALCP4806B1ZI,PG TECHNOPLAST PRIVATE LIMITED
09AAGCN8645P1ZJ,NEC Wire & Cables Private Limited
09ECXPS5520Q1ZC,M/S  STATIC ENERGY
09AACCM9636R1ZJ,M/S MAYANK VIDUT UDYOG (P) LTD
09AAFCT3503M1Z5,M/S  TNST COMPONENT INDIA PRIVATE LTD
09AACCW7218F1Z8,WINONE PRECISION TECHNOLOGY INDIA PRIVATE LIMITED
09AAACP1708R1Z1,M/S PAGODA CABLES PVT.LTD.
09ABCCS3491D1ZB,SUNLONG ENERGY PRIVATE LIMITED
09AACCV3325L2Z3,M/S VERTEX POWER CONTROLS PVT LTD
09AAHFE3675L1ZX, 
09AOGPS8889B1Z9,SPEEDCON ELECTRONICS
09AODPG9979F1ZF,M/S KELSON HOME APPLIANCES
09BFPPS9749B1ZP,RELIABLE SALES
09ABDCS3004R1Z0,SURIYADITA ENERGY PRIVATE LIMITED
09AABCI4692Q1ZS,M/S IDCUBE  IDENTIFICATION SYSTEMS PVT.LTD
09AAIPP6067C1ZJ,LASER MICROMED DISPOSABLES
09AAXPM3224F1ZG,M/S M.M. ENGINEERS
09ABBFM8926F1Z2,M/S M3S MOBILITY LLP
09AABCP8860B1ZE,M/S PING TELEMATICS PRIVATE LIMITED
09AARPJ3295P1ZP,M/S ALCOZIN ALLOY CASTINGS
09AATFR8714M1Z8,M/S RAVI AND SINGH COMMUNICATION
09AAACN5382P1ZT,NUCLEUS SOFTWARE EXPORTS LIMITED
09AADCJ9415C1ZN,JIAN TECH PRIVATE LIMITED
09AAACD8153C1ZV,M/S DYNAMIC ELECTRICALS & SWITCHGEAR PRIVATE LIMITED
09AZDPV7888F2ZH,RAHUL METAL
09AAAFD4480B1ZT,M/S D.R.AUTO INDUSTRIES
09AAGCA1292H1ZO,M/S AKS ELECTRICALS & ELECTRONICS  LIMITED
09AAAFC0073D1Z1,CAPTAIN GEARS AND FANS
09AAACD4615K1ZN,M/S DYANAMIC ENGINEERS LIMITED
09AGAPM2101L1ZO,ELMECK SWITCH GEARS
09AARCA2883R1ZL,APSC ELECTRONICS PRIVATE LIMITED
09AAFCC3719E1ZT,CYBERNETYX TECHNIK PRIVATE LIMITED
09AAFCM8442G2Z8,M R ELECTRONICS PRIVATE LIMITED
09AADFI0752J1ZD,M/S ICAM SYSTEMS LLP
09AAACE1283G2ZS,M/S ECL MAGTRONICS PVT LTD
09ALEPD3487H1Z0,MV VENTURES
09AAKCP8914B1ZA,PRAGYAWAN INDIA PRIVATE LIMITED
09AAEFB2861Q2ZY,BHARTI INFOTECH
09AAHCV3220F1ZI,VIDEOMAX INTERNATIONAL PRIVATE LIMITED
09AACCS2787D2Z7,SAI ELECTRICALS
09AAACA1998G1ZJ,APPLIED ELECTRO MAGNETICS PRIVATE LIMITED
09AAFCS3695B1Z8,M/S SURBHI TELELINK PVT LTD
10AACCA4694B1Z9,AVERY INDIA LTD.
10AAECC5616R1ZK,CARRIER MIDEA INDIA PRIVATE LIMITED
10ABBPC6415D1ZO,M/S KUNAL FABRICATORS AND ENGINEERING WORKS
10AEIPK0795E1ZU,SHREE GANESH ELECTRICALS.
10AABCV5900G1ZW,SOLANKI INDUSTRIES PRIVATE LIMITED
10AADCB3805A1ZQ,BHARTIYA RAIL BIJLEE COMPANY LTD
10AABCT0424B1ZF,T.V. TODAY NETWORK LIMITED
14AAACN0149C1Z6,M/S LOKTAK POWER STATION
15AHEPL1454G1ZN,E.R ENTERPRISES
18DIBPS4810J1Z2,ELEN ENGINEERING
18AADCR2917D1ZL,ROSMERTA TECHNOLOGIES LTD
18AAACB5985C1ZO,BHARAT ELECTRONICS LIMITED
18AAQFD7357R1ZB,DAICHI INTERNATIONAL
18AACCD8183C1ZO,D S SYSTEMS PVT. LTD.
18AAGCC9489G1Z2,CSC WI-FI CHOUPAL SERVICES INDIA PRIVATE LIMITED
18AAACE6839Q4ZU,EAST INDIA UDYOG LIMITED
18AAMFP6559R1Z1,POWER MAKER (UNIT -II)
19AAQCS4659A2ZZ,STEEL PLANTECH INDIA PRIVATE LIMITED
19AAACE5413C1Z4,EASTLAND SWITCHGEARS PRIVATE LIMITED
19AAECS2685L1ZR,SYSTEM CONTROL & AUTOMATION P.LTD.
19AGCPD8172G1ZE,RACILY UDYOG
19AAICS2398Q1ZB,SUNSHINE POWER PRODUCTS PVT. LTD.
19AAACW3039L3ZZ,WEBSOL ENERGY SYSTEM LIMITED
19AAACW2651G1ZC,WEBFIL LTD
19AADCI6938F1ZB,INSPIRE I-TECH SERVICES PVT. LTD.
19AAEFA5222C1ZZ,A C POWER SYSTEM
19AAACW2570Q1ZP,IPSEN TECHNOLOGIES PRIVATE LIMITED
19AWFPS4305P1ZX,NAMAN UDYOG
19AADCF3286D1ZN,FEDE INDUSTRIES PRIVATE LIMITED
19AADCG4836E1ZM,GALAXY STRUCTURALS PRIVATE LIMITED
19AACCM3158J1Z9,MACEDON VINIMAY PVT LTD
19AAECS3941F1ZB,SIGNOTRON (INDIA) PVT LTD
19AADCS8890G1ZS,SYNTHETIC MOULDERS      LIMITED
19AAHCS3882N1ZJ,SAGUN ENTERPRISES PRIVATE LTD.
19AAGCA8169F1ZD,AUTOMATION NETWORK  & SERVICES PVT.LTD.
19AAACI5319R1Z0,INDIA POTTERIES LIMITED
19AAZCS0285K1ZG,SMARTPOWER AUTOMATION PRIVATE LIMITED
19AAAFE9111E1ZR,ELMECH ENGINEERS
19AAACB0361N1ZN,BALAR MARKETING PRIVATE LIMITED
19ALZPP2738G1ZC,RUMA SWITCH-GEAR CO.
19AAFCE5815K1ZC, 
19AAPCS6078Q1Z3,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED
19AAACE6715D1ZV,ELECTRO ZAVOD INDIA PRIVATE LIMITED
20AACCM8705H1ZS,M/S MAITHON POWER LIMITED
20AAMPA2140D1ZQ,M/S MEDITRON
20EXIPK8572G2ZA,N/S STATIC SOLAR ENERGY INDIA
20AAACN0332P1ZT,M/S COFORGE LIMITED
20AAACM6396E1ZP,HITACHI SYSTEMS INDIA PRIVATE LIMITED
21AADCA4202C1ZR,AABSYS INFORMATION TECHNOLOGY PRIVATE LIMITED
21AACFC5675M1ZC,CAPITAL POWERS
21AAACH3298J1ZM,HINDUSTAN AQUA PRIVATE LIMITED
21AACCW2791B1ZQ,WHOLE SOLAR PRIVATE LIMITED
21AADFV8245K1Z0,VINCENT ELECTRONICS
21AAVCS0328R1ZT,SOLEX ENERGY LIMITED
22AAACG9223E1Z3,RBP ENERGY INDIA PRIVATE LIMITED
22ABACS1961N1Z9,SWITCHSOL SYSTEMS &SERVICES (OPC) PRIVATE LIMITED
22AAACD5968P1Z7,DIGITAL WEIGHING SYSTEMS PVT LTD
22ACUPJ7732J1Z8,R.K.INDUSTRIES
22AAACJ5347C1Z3,JAKSON LIMITED
22AACCE6347F1ZY,ELECSOL TECHNOLOGY PRIVATE LIMITED
23AADCV8445Q1ZO,VEPRO WEIGHING PVT LTD
23AAHFP8867B1Z5,PRIME STEEL PROCESSORS
23AADCC3266C1Z7,APOORV ELECTRICALS (INDIA) PRIVATE LIMITED
23AAACJ8375Q1ZY,JDS TRANSFORMERS INDUSTRIES PVT LTD
23AAJCM6716H1ZG,MYTRAH VAYU SOM PRIVATE LIMITED
23AAACM0405A1ZL,Samvardhana Motherson International Limited
23AACFC5675M1Z8,CAPITAL POWERS
23ABHFM3585C1ZF, 
23AAICS7229N1ZW,M/S SHIVALIK VYAPAAR PVT.LTD
23AABCP8219L1ZA,PARINAMITRA ELECTRICALS PRIVATE LIMITED
23AABCS0003K1ZZ,SHREE CABLES AND CONDUCTORS PRIVATE LIMITED
23AACCB9211D1ZA,BANSAL LABORATORIES AND EQUIPMENTS PVT.LIMITED
23AAACC3840K7ZR,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED
23AANCM5330P1Z3,Motherson Sumi Wiring India Limited
23ABUPA9662K2Z5,M M ENTERPRISES
23AAACJ6297K5Z5,JAIPRAKASH POWER VENTURES LIMITED
23ABGFM7672K1ZV,MARUTI METALOIDES
23ABRPN4238R2ZV,INDER ENGINEERING INDUSTRIES
23AADCA9556F2ZP,KARAD PROJECTS AND MOTORS LIMITED
23AATFA0201A1ZE,ALTIS INDUSTRIES
24AAKFT8719R2Z7,EVEREST ELECTRICALS
24AADCI2656Q1Z6,INDRA TELELINKS PRIVATE LIMITED
24ACZPC1560E1ZR,KARAN ENTERPRISE
24AAACG4464B3Z2,ADITYA BIRLA INSULATORS
24AJBPG1351N1ZG,SHREE JAGDAMBA PROCESSORS
24AAVFG8661Q1ZB,GUJARAT RENEWABLE ENERGIA
24AAACD3329G1Z3,ENER INDUSTRIES PRIVATE LIMITED
24AACCJ2461M1ZJ,JEUMONT ELECTRIC INDIA PRIVATE LIMITED
24AFRPP4046H1Z7,SHREEJI FLOWTECH SYSTEMS
24AAMCM0504A1Z7,MAGNIFY INDUSTRIES PRIVATE LIMITED
24AZFPS9031D1ZG,SHREE RAM ELECTRIC CO.
24AAACV3059P1ZZ,RAJRATAN ELECTRICALS PRIVATE LIMITED
24AANCM8770F1Z4,MTE STRUCTURES PRIVATE LIMITED
24AACCH8291H1ZG,HI MAK  PRIVATE LIMITED
24AAXFP2273P1ZE,PV RENEWABLES
24AAACM0681J1ZM,MECHELONIC ENGINEERS PVT LTD
24AABCH1950J1ZS,HENSEL ELECTRIC INDIA PRIVATE LIMITED
24AADCP1998E1ZD,SWITCHGEAR AND CONTROL TECHNICS PVT LTD
24ABBFM3289K1Z1,MUTECH ENGINEERS
24AAAFP8589K1ZO,PRECISE ELECTRICALS
24AADCV3164E1ZL,VIDHYUT POWER PRIVATE LIMITED
24AAKFP3465G1Z6,PRESS FIT PIPE AND PROFILE
24ABDCS8553P1ZO,SVS NOVOTEC PRIVATE LIMITED
24AADCJ5884H1ZC,JAIMAX SUNBIM PRIVATE LIMITED
24AKCPC9884C1ZA,MAHESH BRASS FOUNDRY
24AABCF6092M1ZD,FOURTH PARTNER ENERGY PVT LTD
24AACFK1611R1ZC,KONARK MACHINE TULES
24AADFM4088K1Z2,SONYA  INSULATORS
24AAECS1378J1Z8,Steelite Engineering Ltd
24AABFJ5168K1Z8,JAY INDUSTRIES
24AMLPP3941J1ZR,PATEL ELECTRICALS
24ABPPD3549R2Z1,SHRINATHJI ELECTRICALS
24AABCE5647B1Z2,ELECTRO LUBE SOLUTIONS PVT. LTD
24AAFFE1607C1Z6,ELITE ELECTRONICS
24AAQHS8756R1ZU,KALPATARU INDUSTRIES
24AAACC7599M1Z3,VELOX AUTOMATION PVT LTD
24AAEFU8829K1ZO,UMESH CABLE
24AAACM8055A1ZX,MIRC ELECTRONICS LIMITED
24ABAFM4495N1ZU,MASTER CONTROLS
24AACCW5782E1Z9, 
24AAVFB5229K1Z2,BODHI ENERGY SOLUTIONS
24AAHCM3631K1ZH,Magnum Sadoshima Ispat Private Limited
24AABCR6978E1Z7,REFCON TECHNOLOGIES & SYSTEMS PVT. LTD.
24AAVFR4313G1Z4,RAYZON GREEN ENERGIES
24AAECJ9012G1ZT,JDS MOTION TECHNOLOGY PRIVATE LIMITED
24AAICC9357P1ZX,COSMIC PV POWER PRIVATE LIMITED
24AALFH7565C1ZC,HEXA COOL PROCESS COOLING
24AAECG0426H1Z2,GREEN ENERZON PVT LTD
24AAIFS9253R1ZC,SENSITIVE IND
24AAACT3992M1ZX,BLACK BOX LIMITED
24AABCP6889L1ZS,PRIMA AUTOMATION INDIA PVT LTD
24AAACR4974P1ZT,ROHA DYECHEM PVT.LTD.
24ADMFS4365D1Z0,SWAMI INTEGRATOR AND CONSULTANTS LLP
24AAFCK4832J1ZI,KIPRA ELECTRICALS P LTD
24AAPFD8555L1ZT,DI3 INFOTECH LLP
24AAMCA2576N1Z8,AMBIT ENERGY PRIVATE LIMITED
24AAVCS0223M1Z3,SYNOVA LASER TECHNOLOGIES  INDIA  PRIVATE LIMITED
24AAACB2027P2ZS,BILLETS ELEKTRO WERKE PRIVATE LIMITED
24AABCD0321M1Z3,DANFOSS INDUSTRIES PVT LTD
24AAXPV9615K1ZP,POPULAR MARKETING AND SERVICES
24AFJPS3970D1ZD,TRIMURTI PRODUCTS
24AAACP1565E1ZT,PCI LIMITED
24AAAFE7386D1ZL,EAGLE INSULATION
24AAKFS9419B1Z7,SHRENIK AND COMPANY
24AAFFT8702P1ZQ,TIME AUTOMATION SYSTEM
24AAACM8583F2ZD,UNO MINDARIKA PRIVATE LIMITED
24AAHCD7747F1ZK,D'MAK ENERGIA PRIVATE LIMITED
24AACFD0420D1ZF,DADA SILK MILLS
24AACCS7434D1ZM,SANGHVI AEROSPACE (P.)  LTD.
24AAWPP5396A1ZB,EAGLE SCALE MANUFACTURING WORKS
24AAACU9613L1Z4,ULTRACAB (INDIA) LIMITED
24AACCV1988P1ZN,VRAJ INTEGRATED TEXTILE PARK LIMITED
24AABCB0647G1Z5,BENTEC INDIA LIMITED
24AAZFS8296F1ZB,S K P TRANSFORMERS
24AAACT2729A1ZX,TULA ENGINEERING PRIVATE LIMITED
24AAACE4118Q1ZK,ELCEN MACHINES PVT LTD
24AFLPP2010B1Z5,MAHAVIR INFOTECH
24AANCA4892J1Z8,ADANI WIND ENERGY KUTCHH ONE LIMITED
24AACHH4576G1ZC,RUJU CORPORATION
24AAVCA2211R1ZB,ANJALI DIAMONDS PRIVATE LIMITED
24AAACU6815C1ZP,UKB ELECTRONICS PRIVATE LIMITED
24AAMFB9359F1Z7,BMB TECHNOLOGY
24AABCV7956J1ZW,VEERAL CONTROLS PVT LTD
24AABCE8234A1Z7,AMNS POWER HAZIRA LIMITED
24AAPCA2671M1ZB,ALFANAR ENERGY PRIVATE LIMITED
24AACCN9959Q1ZI,NJA INDUSTRIES PVT LTD
24AAGCT3431K1ZD,TECHNIK INFINITE SOLUTIONS PRIVATE LIMITED
24CIGPS7859K1ZG,OXEN ENERGIES
24AAECN4457H1ZG,NESKEB CABLES PVT LTD
24AABCV0315R1Z9,VIAT INSTRUMENTS  PVT LTD UNIT  II
24AANFS8506L1ZP,SURYA ENTERPRISES
24GRLPM8254C2ZK,aether tech Inc
24AADCV4692H1Z4,VISUAL PERCEPT SOLAR PROJECTS PRIVATE LIMITED
24AADCG1386M1ZF,GMR GUJARAT SOLAR POWER LIMITED
24AAEFA4552D1ZZ,ADVANCE ELECTRONIC SYSTEMS
24AALFP6600L1Z3,POWER GAIN ENGINEERS
24AAMCS4622D1ZK,SKY LAM PVT.LTD.
24AADCV5169M1ZV,VRG ENERGY INDIA PVT LTD
24AADCK4066C1ZX,KARVY DATA MANAGEMENT SERVICES LTD
24AAGCM7592L1ZW,MAHALAXMI HIGH TENSION INSULATORS PRIVATE LIMITED
24AADCH4915R1Z7,H Q LAMPS MANUFACTURING CO PRIVATE LIMITED
24BAKPP1655H1ZM,PACKMECH ENGINEERS
24AAACS2278R1ZV,STERLING AGRO INDUSTRIES LIMITED
24AAACC7844H1ZQ,COROMANDEL AGRO PRODUCTS AND OILS LIMITED
24AABCD1207C1ZL,DHOOT TRANSMISSION PRIVATE LIMITED
24ADJFS5712P1ZL,SAINXT TECHNOLOGIES LLP
24AAECB9579N1ZY,BTW ATLANTA TRANSFORMER INDIA PVT LTD
24AAGFA1890E1ZS,AUTOMAT CONTROLS
24AANFH0208E1ZW,HINDUSTAN WIRE
24AAHCG8424A1ZZ,GANESH ELECTRICALS PRIVATE LIMITED
24AABCV5721F1ZM,JAYKRISHNA MAGNETICS PRIVATE LIMITED
24AAEFN6717H1ZB,NAKODA PRODUCTS
24AAHCP3960G1ZF,PTS AUTOMATION PVT LTD
24AAHFV3871F2Z2,VITAL ELECTRO COMP.
24AAFCB8900J1ZQ,BROSIS LAM PRIVATE LIMITED
24AABCN8963D1ZG,NIKSAN ENGINEERING CO. LTD
26AADFV1419P1ZU,V K INDUSTRIES
26AADFP2489B1ZD,PARAS MOTOR MFG CO
26AAACE3165H1ZU,ELECTRONIC AND ENGINEERING COMPANY INDIA PVT LTD
26AAACB0467B1ZA,BEICO INDUSTRIES PVT. LTD.
26AAACG4619G1ZT,GOEL POWER CONTROLS PVT. LTD.
26AABCN1116E2Z2,NITIRAJ ENGINEERS LIMITED
26AAEFM5553G1ZA,MACROTHERM INDUSTRIES
26AACCA0197R1Z9,ANUPAM HEATERS AND CONTROLS PVT. LTD.
26AACCV4519J1Z6,PANACHE DIGILIFE LIMITED
26AAACR1972K1Z7,R. K. LIGHTING PVT LTD
26AAACI4556J2ZF,Sudhir Transformers Limited
26AABCG3515E1Z3,DATAMINI TECHNOLOGIES (INDIA) LIMITED
26AABCE2947G1ZR,ELASTIMOLD INDIA PVT LTD
26AAACK8863C1ZJ,K. PATEL METAL INDUSTRIES PRIVATE LIMITED
26AAGCT8114K1Z3,TIGI INDUSTRIES INDIA PRIVATE LIMITED
29AAHCA7667D1ZE,AXON INTERCONNECTORS AND WIRES PRIVATE LIMITED
29AAACK1317P1ZB,AMER-SIL KETEX PRIVATE LIMITED
29ANGPK6533M1ZH,M/S SIDDIVINAYAK ELECTRICALS
29AAJCR8763R1Z3,ROMMELAG ENGINEERING PRIVATE LIMITED
29AAFCM6521J1Z8,AMADA WELD TECH INDIA PRIVATE LIMITED
29ACPPB2632J1ZI,KUMAR BOJAPPA
29ADUPB9937G1ZW,TRIAD ENGINEERS
29AAACC7606B1Z0,COSMOS CONDUCTORS PVT LTD
29AAFCR6706E1ZB,ALTIOSTAR NETWORKS INDIA PRIVATE LIMITED
29AAGCC6896D2Z7,CLEAN WIND POWER (BABLESHWAR) PRIVATE LIMITED
29AKSPR6966L1ZT,DEEPANJAN POWER CABLES
29AAFCD6202M1ZH,DRF Technologies Private Limited
29AAFFG7448B1ZD,GLOBAL PUNCH
29AAKCS1037J1Z4,SCHWEITZER ENGINEERING LABORATORIES PRIVATE LIMITED
29AACCN9856C1Z5,NOVATEK ELECTRO ENGINEERS PRIVATE LIMITED
29AAACU8252D1ZA,BENSTAR POWER TECHNOLOGIES INDIA PRIVATE LIMITED
29AIBPK8029J1ZZ,MACRO POWER CONTROLS
29AACCD5328D1ZU,DEFSYS SOLUTIONS PVT.LTD.
29ADVPR6246H1ZP,REKHA INDUSTRIES
29AACCS5484M1ZN,SAGUN COPPER CONDUCTORS PVT LTD
29AAFFU2016B1ZL,UNIVERSAL ENGINEERING
29AAIFJ8748G1ZS,M/S JYOTHI CABLES
29AAGCB1316F1Z0,BR RETAIL INDIA PRIVATE LIMITED
29AADCM5739N1ZS,MYSORE THERMO ELECTRIC PVT LTD
29AAFCN0239C2ZQ,NEWGEN WIRES AND COILS PRIVATE LIMITED
29AACCH5912P1Z3,HELIOUS CLEAN ENERGY PRIVATE LIMITED
29AAACL3348P1ZZ,LAMDA COMPONENTS PVT LTD
29AAGCR7480L1ZM,RENEW WIND ENERGY (MAHARASHTRA) PRIVATE LIMITED
