GSTIN,COMPANY_NAME
33AACCT5237F1ZL,TES-AMM (INDIA) PRIVATE LIMITED
33AAHCR6993H1ZX,SEG AUTOMOTIVE INDIA PRIVATE LIMITED
33AAPCA7733C1ZS,AERROW ELECTRICALS PRIVATE LIMITED
33AADCD5154C1Z6,DONG AH ELECTRIC INDIA PVT. LTD.
33AACCD9731G1ZS,DELTA ELECTRONICS INDIA PRIVATE LIMITED
33AAECI1643Q1ZD,INVENTAA LED LIGHTS PRIVATE LIMITED
33AAACA9284H1ZN,VENTURE LIGHTING INDIA LTD
33AAACL0140P2ZP,Larsen and Toubro Limited - Electrical and Automation
33ABGCS0804G1ZR,SILVER CONSUMER ELECTRICALS PRIVATE LIMITED
33AACCM5727D1ZT,MIGATRONIC INDIA PRIVATE LIMITED
33AAPCA0626E1Z2,SPRNG RENEWABLE ENERGY PRIVATE LIMITED
33AAIFI0671B1ZW,I.P.L.PRODUCTS
33AAFFD4662G1ZN,D.R.SPINNING MILLS
33AABCD0321M1Z4,DANFOSS INDUSTRIES (P) LTD
33AADCC4348P1ZE,CLARION WIND FARM PRIVATE LIMITED
33ACYPT8176E1ZU,SURYA BATTERIES
33AAUFP5133H1Z2,PARAMOUNT INDUSTRIES
33AAACP6474E1ZK,"POLYCAB INDIA LIMITED.,"
33AABCR0313D1Z9,ROOTS AUTO PRODUCTS PRIVATE LIMITED
33ABEPU7370G2ZG,Dev  International
33AADFA2249N1ZI,ALCHEM INDUSTRIES
33AHKPA8316N1Z8,MAHAVEER FABS
33AADCJ5329F2ZS,JEAN MUELLER INDIA PRIVATE LIMITED
33AAACU6815C1ZQ,U.K.B.ELECTRONICS  PVT LTD
33AADCR7030H1ZN,RINCO ULTRASONICS (INDIA) PVT. LTD.
33AAACI6684D1ZP,DATA PATTERNS (INDIA) LIMITED
33ABCCS3715Q1Z2,STALWART SOLAR ENERGY PROMOTERS PRIVATE LIMITED
33AAECH4576K1ZC,HOSUR CABLES AND WIRES PRIVATE LIMITED
33AAAFI6994B1ZI,INDUSTRIAL HEATERS  TRANSFORMERS
33AACCJ7576P1ZW,JUST CONNECT ELECTRICALS PRIVATE LIMITED
33AABCL1838R1Z6,Leggett & Platt Automotive India Private Limited
33AAACW7745D1ZF,WEG INDUSTRIES (INDIA) P LTD.
33AACCA4147K2ZT,M/s. AVALON TECHNOLOGIES LIMITED
33AAECN4761A1ZW,NEO COCHIN INFRASTRUCTURE SERVICES PRIVATE LIMITED
33AADCD5973F1ZP,DS CONNECTORS AND CABLES INDIA PRIVATE LIMITED
33AAGPB9955M1ZC,AGNI CONTROLS
33AAAFS8118F1ZG,SIVANESAN COMPANY
33BOUPS8381B1ZG,DAKSHA  FURNITURE
33AADFA8027C1Z1,AQUAPUMP INDUSTRIES
33AAICD6628C1ZW,DUNAMIS MACHINES INTERNATIONAL PRIVATE LIMITED
33AAFCK5048Q1Z3,AAVIZA ELECTRONICS PRIVATE LIMITED
33AAGFG3557L1Z8,G.R. THANGAMALIGAI   SONS
33AAACN2003M1ZW,PRECIA MOLEN INDIA PRIVATE LIMITED
33AADCS0472N2Z8,SUZLON ENERGY LTD
33AAACR7431B1ZX,RAJAPALAYAM CEMENT AND CHEMICALS
33ADJPA5710H1Z2,BHARATH LEAD SMELTERS
33AAACF0874G1ZY,FLUIDTHERM  TECHNOLOGY (P) LTD
33AAACV0717C1Z0,VENKATESWARA ELECTRICAL INDUSTRIES (P) LTD
33AABCF7965P1Z0,HITACHI ASTEMO BRAKE SYSTEMS INDIA PRIVATE LIMITED
33AAACB2100P1Z4,VODAFONE IDEA LIMITED
33AAFCP5474M1Z0,LINEAGE POWER PRIVATE LIMITED
33AABCP2082K3ZG,POWERGEAR LIMITED
33ACIFS0557N1ZS,SRI SASHTI AGENCY
33AAACV0446L1ZF,VINEY CORPORATION PRIVATE LIMITED
33AAFCA0044C1ZK,ARKAY ENERGY (RAMESWARM) PRIVATE LIMITED
33AAFCA7355L2ZG,KHWAHISH TECHNOLOGIES PRIVATE LIMITED
33AAFCE9967Q1ZP,ENERJAY GREEN PRIVATE LIMITED
33AAACU1355P1Z6,UNICOM INFOTEL PRIVATE LIMITED
33ABPFA7932H1Z9,AGILITIVE APPLIANCES LLP
33ABOPB1086E1Z1,TESCOM
33AACCD6173G1ZU,DENVIK TECHNOLOGY PRIVATE LIMITED
33AACCG6027C1Z6,SIEMENS GAMESA RENEWABLE POWER PRIVATE  LIMITED
33AAHFP3780H1Z6,PROFICIENT TECHNOLOGIES
33AAHCR2906G1ZM,BHARAT FIH LIMITED
33AAHCA4924H1ZV,ACE ELECTROTREND PANELS PRIVATE LIMITED
33AACCT2217K2ZJ,TRIMBLE MOBILITY SOLUTIONS INDIA PVT LTD
33AAGCR7507N1Z1,RAMCO WINDFARMS LIMITED
33AAHCN1679C1ZM,NORDEX INDIA MANUFACTURING PRIVATE LIMITED
33ABAFS0981R1ZQ,SRI RAMAKRISHNA TRANSFORMERS
33AAFCA6294A1Z0,AKASH PRECISION COMPONENTS PVT LTD
33AABCM2243F1Z1,MIKROSEN CONTROL DEVICES PVT LIMITED
33AAACN2366F2ZS,SWELECT
33AAECP3937C1ZQ,INTERLACE INDIA PRIVATE LIMITED.
33AACCC9601Q1ZF,C J POLYTECH PRIVATE LIMITED
33AAAPN3722G1Z6,NECCO TOOLS
33AACFD9854D1ZK,DHALAPATHY ENTERPRISES
33AARCA0454A1Z6,ADSUN ELECTRONICS PRIVATE LIMITED
33AAACG2243G1Z6,PEPPERL&FUCHS MANUFACTURING (INDIA) PRIVATE LIMITED
33AAHCP7526Q1ZT,POTHIGAI POWER SOLUTIONS PRIVATE LIMITED
33AABCF6092M1ZE,FOURTH PARTNER ENERGY PRIVATE LIMITED
33AAACM0405A1ZK,MOTHERSON AUTOMOTIVE TECHNOLOGIES  ENGG A DIVISION  OF SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED
33AVZPR8576L2Z8,RSLD CORPORATION
33AAFCA0982P1ZE,ASHLOK SAFE EARTHING  ELECTRODE LIMITED
33AAVFP7105J1ZW,PREMIER COTTON INDUSTRIES
33AALFA6053G1ZN,AUTOMOTIVE TEST SYSTEMS
33AADCS1638L2ZA,Suprajit Engineering Limited
33AACCA2990E1Z0,NATIONAL  PLASTIC TECHNOLOGIES  LIMITED
33AAACK1432H1Z3,KASTURI ESTATES PVT LTD
33AACCA4245Q1ZJ,ANDREW YULE COMPANY LTD
33AAACU6211E1ZW,UNITECH PLASTO COMPONENTS PRIVATE LIMITED
33AACCN3871F1ZN,NOKIA SOLUTIONS AND NETWORKS INDIA PRIVATE LIMITED
33AABCV5900G1ZO,SOLANKI INDUSTRIES PRIVATE LIMITED
33AAACA5622M1ZU,INSPIRISYS SOLUTIONS LIMITED
33AABCI7118M1ZI,TATA POWER RENEWABLE ENERGY LIMITED
33AAGCP9427R1ZO,PENTAGON SWITCHGEAR PRIVATE LIMITED
33AATFR8714M1ZH,RAVI AND SINGH COMMUNICATION
33BYQPR6169A1Z5,PRIYAM & CO
33AAOCS6512J1Z5,SYSCOM POWER SOLUTIONSS PRIVATE LIMITED
33AACCT8802G1ZI,TVH ENERGY RESOURCE PVT LTD
33AAECV5914D1ZL,VELAN INFRA PROJECTS PRIVATE LIMITED
33AAFCG0687B1ZZ,GREEN FIELD SOLAR SOLUTION PRIVATE LIMITED
33AAACT4660J2ZC,TATA POWER SOLAR SYSTEMS LIMITED
33AAACS0764L1ZD,SIEMENS  LIMITED
33AAUCS3574L1ZN,SPS TRANSFORMERS PRIVATE LTD
33AANCA3219R1ZA,ADANI GREEN ENERGY (TAMIL NADU) LIMITED
33ANSPS2197M1Z4,MARUTHI POWER CONTROL SYSTEMS
33AADCR4892B2ZI,RUN SERVICE INFOCARE PRIVATE LIMITED
33AAFCK8399E1Z8,KAMUTHI SOLAR POWER LIMITED
33AADCC2912P1ZO,CET POWER SOLUTIONS INDIA PVT. LTD.
33ANQPV5836J1Z9,KIARA INC
33AAHCR3410P1ZA,RAMNAD RENEWABLE ENERGY LIMITED
33AACCD9731G3ZQ,DELTA ELECTRONICS INDIA PRIVATE LIMITED-SEZ UNIT
33AAYCS4560Q1ZD,SGB TRANSFORMERS INDIA PRIVATE LIMITED
33AAACF5248E1Z0,"FLEXTRONICS TECHNOLOGIES (INDIA) PVT. LTD.,"
33AAGPN1353H1ZZ,SELVAM TRADERS
33AAMCA0812H1Z3,ATHER ENERGY PRIVATE LIMITED
33AABCJ9689C1ZE,JAI BALAJI CONTROL GEARS PRIVATE LIMITED
33AABCA8977E1ZM,AARGEE EQUIPEMETNS PRIVATE LIMITED
33AAECN4059M1Z8,NISSI ENGINEERING SOLUTION PVT LTD.
33AAACB1334K1Z4,BALIGA LIGHTING EQUIPMENTS (P) LTD.
33AAECG0362Q1ZH,GREENCHEF APPLIANCES LIMITED
33AFMPA8991B1ZI,COPTECH  WIRE  INDUSTRY
33AACCG3203C1ZI,GEM EDIBLE OILS PRIVATE LIMITED
33AABCS1624G2ZT,Schneider Electric India Private Limited
33AADCS3239D1ZR,SEPACK INDIA PRIVATE LIMITED
33AAACM8040P1ZA,MALHOTHRA CABLES PRIVATE LIMITED
33AAGCM7213C1ZY,MGM-VARVEL POWER TRANSMISSION PRIVATE LIMITED
33AABCH7935H1ZL,HOSUR CERAMICS (P) LTD
33AABFS4128A1ZV,SIVAGURUNATHAN INDUSTRIES
33AAIFT8540L2ZR,Taurean Pac
33AAACR5284J4Z6,RAMCO INDUSTRIES LIMITED
33AAAFT1455E1ZN,TAMILNADU TRANSFORMERS
33AABCE9009K1ZO,EARTH SENSE RECYCLE PRIVATE LIMITED
33AAJFH9653D1ZC,HUBBELL INDIA ELECTRICAL PRODUCTS LLP
33AACCH0747E1Z2,HUMMEL CONNECTOR SYSTEMS PRIVATE LIMITED
33AABCR3813N1ZD,REEP INDUSTRIES PVT LTD
33AAECK8167F1ZH,KRAH WOORY INDIA PRIVATE LIMITED
33AAQCS1945K1ZY,STELLAPPS TECHNOLOGIES PRIVATE LIMITED
33AABCI0806J1ZZ,INTECH SYSTEMS CHENNAI PVT LTD
33AAFCC9089F1ZH,CSE Development (India) Private Limited
33AABCC2553Q1ZJ,FUJI ELECTRIC INDIA PRIVATE LIMITED
33AACFD2879E1ZN,DANYA ELECTRIC COMPANY
33AACCK5553F1ZR,"K.M.S.MILL (P) LTD.,"
33AAACG2115R1ZO,GE T & D India Limited
34AAACS0764L1ZB,SIEMENS Limited
34BGOPA6324E1ZQ,MEMUCAN TECHNOLOGY
34AAFCS5893K2ZR,SUDARSHAN AUTO ELECTRICAL COMPONENTS PVT LTD
34AAACE1681L1ZN,EASUN MR TAPCHANGERS PRIVATE LIMITED
34AACCC3561F1Z1,CHEMIN C AND I PVT LTD
34AACCA1237A1ZK,ACER INDIA PRIVATE LIMITED
34AFXPV0419E2Z6,GENERAL WIRES AND CABLES SYSTEM INDIA
34AAEFK3686J1Z2,KAMIVISA PRODUCTS
34AACCE4671N1ZD,NOVATEUR ELECTRICAL & DIGITAL SYSTEMS PRIVATE LIMITED
34AADCG5705C1Z4,GENERAL CONNECTORS INDIA PRIVATE LIMITED
36AAACI4625C1Z0,M/S ITI LIMITED  HYDERABAD
36AABCS1624G1ZO,SCHNEIDER ELECTRIC INDIA PVT LTD
36AACCA7299N1ZZ,ACD COMMUNICATIONS PVT LTD
36AAFCA6781N1Z3,ACCESS SOLAR LIMITED
36AADCN0778J1Z7,NOVUS GREEN ENERGY SYSTEMS LIMITED
36AAJCS2198H1ZZ,SRITECH  ELECTRONICS  AND  SYSTEMS  PVT  LTD
36ADTFS8833R1ZQ,SINTNET ADVANCE TECHNOLOGY SOLUTIONS LLP
36AAXCS9197C1ZI, 
36AACCP3181C1ZQ,POSIFLEX TECHNOLOGY(INDIA)PRIVATE LIMITED
36AADCK9079M1ZS,M/S K R K  POWER PRIVATE LIMITED
36AACCA4236D1Z5,ASSAM CARBON PRODUCTS LIMITED
36AADCJ5801E1ZW,JILESH POWER PRIVATE LIMITED
36AAKCM1021G1ZU,MYTRAH ABHINAV POWER PRIVATE LIMITED
36ABSFS7035G1ZQ,M/S SQUAREMAG SYSTEMS
36AABCC4077F1ZT,COMPUAGE INFOCOM LTD
36ABNFS5594D1ZP,S R AUTOMATIONS
36AVBPP3932G2ZL,AKSHAYA ELECTROMECH SOLUTIONS
36AABCE4392D1ZT,ELMAS  MAGNETICS   PVT  LTD
36AAACH4041D1Z5,HFCL LIMITED
36AAFCR6499A1Z6,RDP WORKSTATIONS PRIVATE LIMITED
36AACCC3264D1Z1,M/S C TEL INFOSYSTEMS PRIVATE LIMITED
36ABVPS4042E1ZD,SOUTH KING WIRE & CABLE
36AAICP1837B2ZM,PUR ENERGY PRIVATE LIMITED
36AAACC8377R1ZU,GLOSTER CABLES LTD
36AACCG8823E1ZO,GEA BGR ENERGY SYSTEM INDIA LIMITED
36AACCG6182G1ZK,M/S GENESIS POWERONICS INDIA P LTD
36AAACM0092P1Z8,MICROTEK INTERNATIONAL PRIVATE LIMITED
36AAWCS5810P2ZF,SUNWORLD SOLAR POWER PRIVATE LIMITED
36AAJCR4258F1Z7,RADIANT APPLIANCES AND ELECTRONICS PRIVATE LIMITED
36ACVPC5135B3ZR,MANI POWERS
36AAACK9222D1ZT,K K RAO ENGG WORKS PVT LTD
36ACSPG2000J2ZS,SREE POWER CONTROL SYSTEMS
36AABCP2097C1ZM,HAMMOND POWER SOLUTIONS PRIVATE LIMITED
36AAECP6270A1ZO,PEOPLELINK UNIFIED COMMUNICATIONS PRIVATE LIMITED
36AABCV8140J1Z5,VIZ TECHNOLOGIES PVT LTD
36AANFG3096K1ZV,GLOW POWER TECHNOLOGIES
36AAECT8588K1ZI,TECHSYS AUTOMATION PRIVATE LTD
36AABCA7144F1ZX,ASA BHANU TECHNICAL SERVICES LTD
36AAOCA0894K2Z5,RENEW WARANGAL POWER PRIVATE LIMITED
36AAGCP2384M2ZX,RENEWSYS INDIA PVT LTD
36AADCB7358L1Z9,BION ANALYTX PRIVATE LIMITED
36AAFCG8259F1ZD,GREENKO  CLEAN  ENERGY  PROJECTS  PRIVATE  LIMITED
36AATCS9217K1ZK,SUNTEK ENERGY SYSTEMS PRIVATE LIMITED
36AACCO3929R1ZS,ORIENT ELECTRIC LIMITED
36AAGFT5044B1ZG,TRANSGUARD ELECTRICAL SYSTEMS
36AALPE4885E1ZK,TECHYOGI
36AABCA7649D1ZR,ASTRA MICROWAVE PRODUCTS LTD
36AACCR4456J1Z5,REGENESIS INDUSTRIES PRIVATE LIMITED
36AAJCM9156F1Z5,MYTRAH AAKASH POWER PRIVATE LIMITED
36AAMCA2380E1ZS,ANUKI TECHNOLOGIES PRIVATE LIMITED
36AAECE9224F1ZP,EMPOWER METALS PRIVATE LIMITED
36AAACJ5105C1Z6,JAI TULSI SWITCHGEARS PVT LTD
36AADCI0695P1Z0,INOVIC POWER SOLUTIONS PRIVATE LIMITED
36AAECK1982G1ZG,KCM APPLIANCES PRIVATE LIMITED
36AABCV2450M2Z5,VAR ELECTROCHEM PRIVATE LIMITED
36AAMFV8258R1ZX,M/S VALEO PRODUCTS LLP
36AAACL3452E1ZU,LINKWELL TELESYSTEMS PRIVATE LIMITED
36AAFCP0399B1ZJ,POWERTECH TRANSFORMERS & CONTROLS PRIVATE LTD
36AAOCS4141F1ZB,SEALWEL CORPORATION PRIVATE LIMITED
36AAECC6920E1ZW,COMINT SYSTEMS AND SOLUTIONS PVT LTD
36AAACE8075C1ZS,ESENNAR TRANSFORMERS PVT LTD
36AAECS4268D1ZD,SAMRAKSHANA ELECTRICALS LIMITED
36AAECC4363P1Z8,ADVANCED SWITCHING CONVERTERS PRIVATE LIMITED
36AAECD0732B1ZB,DIGILOGIC SYSTEMS PRIVATE LIMITED
36AABCV2230K1ZG,VIDYUTH CONTROL SYSTEMS PRIVATE LIMITED
36AAACK4241N1ZF,KL HITECH SECURE PRINT LIMITED
36AATCS7173A1Z2,SKYQUAD ELECTRONICS AND APPLIANCES PRIVATE LIMITED
36AAACD7109C3Z2,DADA ENERGIES PRIVATE LIMITED
37AADCV0411C1ZY,M/S VIDYUT TECHNOLOGIES INDIA PRIVATE LIMITED
37AAACS2278R1ZO,STERLING AGRO INDUSTRIES LIMITED
37AAFCA6825R1Z0,SRI DAMODARAM SANJEEVAIAH THERMAL POWER STATION   APPDCL
37AFPPC6148F1ZC,SREE SAI ELECTRONICS
37AAJCA1167G1ZQ,ALSTOM TRANSPORT INDIA LIMITED
37AAACE4809L1ZH,ELECTRONICS CORPORATION OF INDIA LTD
37AABCC4468Q1Z1,COSMIC POWER SYSTEMS PRIVATE LIMITED
37AAACN0255D2ZW,NTPC LIMITED
37AAHCC3204E1Z4,CETC RENEWABLE ENERGY TECHNOLOGY (INDIA) PRIVATE LIMITED
37AAACH8421K1ZG,HBL  POWER SYSTEMS LTD
37AAECN9687M1ZG,NEW NORTHEAST ELECTIRC INDIA PRIVATE LIMITED
37ABECS1265P1ZT,S-LINE TECHNOLOGIES PRIVATE LIMITED
37AAVCS5469D1ZP,SEI ENERSTAR RENEWABLE ENERGY PRIVATE LIMITED
37AAACE4879Q1ZT,EFFTRONICS SYSTEMS (PVT) LTD
37AANCA4885B1ZH,ZEMIRA RENEWABLE ENERGY LIMITED
37AAACD3641D2Z2,DIXON TECHNOLOGIES (INDIA) LIMITED
37AAQCS5874D1ZT,SAIPURAM WIND ENERGIES PRIVATE LIMITED
37AABCV1537B2ZO,PROVIGIL SURVEILLANCE LIMITED
37AADCI6880Q2ZO,IVIS INTERNATIONAL PRIVATE LIMITED
37AAACN2366F2ZK,SWELECT ENERGY SYSTEMS LIMITED
37AAICP1893M1ZQ,PRAYATNA DEVELOPERS PRIVATE LIMITED
37AADCS0472N2Z0,SUZLON ENERGY LIMITED UNIT I
37AADCB1556E1ZY,M/S BHARATH WIND FARM LTD
37AABCE7582R1ZS,VVDN TECHNOLOGIES PRIVATE LIMITED
37AAACA2633A1ZE,ADHUNIK SWITCH GEARS PVT LTD
37AAFCR9951H1ZV,RENEW  SOLAR  POWER  PRIVATE  LIMITED
37AACCG6027C1ZY,SIEMENS GAMESA RENEWABLE POWER PRIVATE LIMITED
37AAACI5785R1ZO,INCAP LIMITED
37AACCU6280H1Z3,UNITED TELELINKS NEOLYNCS PRIVATE LIMITED
37AABCO9247K1ZY,OPPO MOBILES INDIA PRIVATE LIMITED
38AACCT5245K1Z0,TATA ADVANCED SYSTEMS LIMITED
38ADDPG4019M1ZH,CEE KAY CONSTRUCTION CO
01AAACN0149C3ZB,NHPC LIMITED
02AAACP3361L2ZL,PENGUIN ELECTRONICS LIMITED
02AAACP3361L2ZL,PENGUIN ELECTRONICS PRIVATE LIMITED
02AADCF2634F1Z8,FUJIYAMA POWER SYSTEMS PRIVATE LIMITED
02AADCA7106P1ZR,OKAYA POWER PRIVATE LIMITED
02AAHFD0619D1Z7,DEWCON INDUSTRIES
03AARFA3650R1Z0,A.S. ENGINEERS
03AAACC1835E1ZD,CONTIENTAL DEVICE INDIA LTD.
03ADWPG0246P1Z8,PANVIK LIGHTING
03AGNPK2163P1Z3,SHIVA INDUSTRIES
05AAHFD6219K1ZE,M/S DEAKIN WIRE INDUSTRIES
05AAACH0351E1ZB,M/S Havells India Limited
05AAICC3300Q1ZO,PM CONA INDUSTRIES PRIVATE LIMITED
05AAACB4146P1ZL,M/S BHARAT HEAVY ELECTRICALS LTD
05AACCE4671N1ZE,M/S NOVATEUR  ELECTRICAL & DIGITAL SYSTEMS PVT LTD
05AAACC0909K1ZZ,M/S C & S ELECTRIC LIMITED
05AABCR3352C1ZX,R R Kabel Limited
06AAAFI2489M1Z2,INTERFACE MICRO SYSTEMS
06AAECA8545M1ZB,AGGRESSIVE ELECTRONIC MANUFACTURING SERVICE PVT. LTD.
06AAFCR2208B1Z0,RECONS POWER EQUIPMENTS PRIVATE LIMITED
06AANCA2889D1ZI,A & J INTELLI SYSTEMS PVT LTD
06AAACM0092P1ZB,MICROTEK INTERNATIONAL PRIVATE LIMITED
06AABCS6697K1ZR,SUDHIR POWER LIMITED
06AAACS1720N1ZG,SAVVAK SYSTEMS PRIVATE LIMITED
06ANEPS1356C1Z9,FUSION POWER SYSTEMS
06AACCO3929R1ZV,Orient Electric Limited
06AADCC8175C1ZT,COSMO INSTRUMENTS INDIA PVT. LTD.
06AAJCS9851R1ZB,S G CONTROL & SWITCHGEARS PRIVATE LIMITED
06AACCE9507D1ZW,ETHOS POWER PVT LTD
06AAACP8500F1ZS,PARAMJYOTI MOVERS PVT. LTD.
06AACCJ8842Q1ZW,JASTECH SYSTEMS PVT LTD.
06AAACN4973G1ZF,NAPINO AUTO & ELECTRONICS LTD.
06AAACT2634G1ZN,Taikisha Engineering India Pvt. Ltd
06AADCD9928J1ZA,DEHN INDIA PVT LTD
06AACCL6687P1ZP,Livguard Energy Technologies Pvt. Ltd.
06AABCE7582R1ZX,VVDN TECHNOLOGIES PVT LTD
06AAACW1001C1Z9,WINGS AUTOMOBILE PRODUCTS PVT LTD.
06AAKCA8591M1ZZ,ASIAN PACKING MACHINERY PRIVATE LIMITED
06AAACV0446L1ZC,VINEY CORPORATION PRIVATE LIMITED
06AAIFN2108C1ZU,NEOFLEX INDUSTRIES LLP
06AADFC4538N1Z9,CITY TRADE LINKS
06AAFCC5353G1ZT,CTECH ENERGY PRIVATE LIMITED
06AACCJ0468L1ZG,JHAJJAR POWER LIMITED
06AAACH0165J2ZT,HPL ELECTRIC & POWER LIMITED
06AAACI0921R1ZH,INDIA NIPPON ELECTRICALS LIMITED
06ADRFS0181L1ZM,SUNLORD INTERNATIONAL
06AACCD9731G1ZP,DELTA ELECTRONICS INDIA PVT.LTD.
06AAECI8568E1ZD,INDIAN TRANSFORMERS AND ELECTRICALS PRIVATE LIMITED
06AAACM1152C2Z6,UNO MINDA LIMITED
06AEOPM9000L1Z8,WAZIR CHAND MALIK & CO.
06AAACF0410C1ZN,FRICK INDIA LTD.
06AAFCC2529N1ZI,coslight infra company private limited
06AASFR0333B1ZJ,R.G. Industries
06AAICS6248P1ZN,S R K TELE ENERGY INDIA PVT LTD
06ACOPS0865M1ZX,Ajay Engineering Works
06AAECD6569Q1ZW,DEEP AUTOMATION PVT. LTD.
06BLHPD3992B1ZC,PASTICHE ENERGY SOLUTIONS
06AAHFJ8460G1Z8,J D Engineering
06AACCJ2030N1ZQ,JAY ACE TECHNOLOGIES LIMITED
06AABCA7954K1ZF,HONEY WELL INTERNATIONAL (INDIA)  P LTD.(FIRE SOLUTION GROUP)
06AABCS7177C1ZF,SUNFLAME ENTERPRISES PRIVATE LIMITED
06ABFCS7025Q1ZT,SIEGER ROBOTEK ELECTRIC PRIVATE LIMITED
06AADCA2142B1ZI,ADROIT CONTROL ENGINEERS PVT. LTD.
06AAACR0826L1ZG,R. M. CONTROLS PRIVATE LIMITED
07HZMPK7974M2Z6,SHIVALIK ENTERPRISES
07AADCH8145F1ZM,HVR SOLAR PRIVATE LIMITED
07AAACG3072H1ZU,GUARDIAN CABLES & CONDUCTORS PVT. LTD.
07AAGCS5942L1ZW,SUBHA TECHNICAL SERVICES PRIVATE LIMITED
07AMPPK9290H1ZF,SRV GLOBAL
07AAJCS1934P1ZT,SIMMTRONICS INFOTECH PRIVATE LIMITED
07ABAFA8806H1ZK,ALPHA SHOPE
07AABCR8640K1Z3,R.C.ENERGY METERING PVT. LTD.
07AASCS7595R1ZV,SIDDHARTH DISPLAYS AND DEVICES INDIA PVT. LTD.
07AASCS9454R1Z1,M/s Sky Point Trading Private Limited
07AATPS8223N1ZS,SUPREME CIRCUITS
07AAKCM9389H1ZQ,MODISH TRADEX PRIVATE LIMITED
07AAAFI2038J2ZK,INTEG ELECTRONICS
07AAFCD6270P1Z5,DIAGNOSTIC AUTOMATION & CONTROLS PRIVATE LIMITED
07AAHCA0923G1Z1,AZURE POWER INDIA PVT LTD
07AAGCG9277L1ZW,GLOBEAM RADIANT PRIVATE LIMITED
07AADCV3501F1ZQ,VEDANTA ELECTRICALS PVT. LTD
07AACPT9479J1ZW,SKY ELECTRICALS
07BURPG0328K1ZG,S M C International
07AAACI0810M1ZT,Ingar Electronics Pvt Ltd
07AAGPA8840C1Z3,ACOS ELECTRONICS
07AACCO6115H1ZM,ONNYX ELECTRONISYS PRIVATE LIMITED
07ABZFS7039K1Z7,Switcher India LLP
07AACCA4598A1ZV,APPLIED RESEARCH INTERNATIONAL PVT LTD
07AAICM1571B1ZS,MLA SOLUTIONS PRIVATE LIMITED
07AHEPG5635L1Z7,SPEC TECHNOLOGY CORPORATION
07ALIPS2194L1ZI,MAX ELECTRONICS
07ASFPK4111P1ZM,SAURABH ELECTRICAL INDUSTRIES
07AAHFI7336N1ZV,ISHMAN COMPONENTS LLP
07AAZCS3376F1ZQ,SULOCHNA RETAIL MART PRIVATE LIMITED
07AATCA6572D1ZE,ALCOLITE INDIA ROAD SAFETY PRIVATE LIMITED
07AABCO7700R1Z1,ORIENT FIRE CURTAINS INDIA PRIVATE LIMITED
07AAACA5962C1ZZ,Amtrak Technologies Private Limited
07AAYPM2153Q1ZU,IOTA INTERNATIONAL
07AAACZ0076A1ZR,ZENWIN  MOTORPARTS PRIVATE LIMITED
07AATFR8714M1ZC,RAVI AND SINGH COMMUNICATION
07AAVCS7209P1ZD,STERLITE POWER TRANSMISSION LIMITED
07AAJCM9384M1ZL,MOBI OCEAN TECHNOLOGIES PRIVATE LIMITED
07AAACT2012N1ZI,VEGA INDUSTRIES PRIVATE LIMITED
07ABACS1081R1ZY,ADANI SOLAR ENERGY JODHPUR FIVE PRIVATE LIMITED
07AACCD0525C1ZD,DECIBEL AUDIO SYSTEMS PRIVATE LIMITED
07AASFB3897Q1ZB,BHASKAR BATTERIES INDIA
07AAHCS1569E1ZB,SHANKAR MOULDING LIMITED
07AADCH6719H1ZI,HANSA GREEN MARKETING PRIVATE LIMITED
07AAICR0893B1ZG,RIVERSONG TECHNOLOGY PRIVATE LIMITED
07AACCE4300J2ZZ,EUROPA DIGITAL LIMITED
07AAACA0859J1ZQ,ASIAN CONTEC LIMITED
07AAIPJ2515R1ZD,TARA PRODUCTS
07AALFN7271R2ZB,NEXUS POWER SYSTEMS
07AACCW5595K1ZP,WIRELUX CABLES PRIVATE LIMITED
07AAECL1015B1ZA,LAPLIFE ELECTRONICS PRIVATE LIMITED
07AACCA4528N1ZI,ADVANTAGE COMPUTERS INDIA PVT. LTD.
07AAKFV8371M1ZC,VENUS ENTERPRISES
07AADCK3864A1ZT,KAY BEE BATTERIES PRIVATE LIMITED
07AANCS4946H1ZW,SANYANG EXIM (I) PVT. LTD.
07AAFCV9438H1ZW,VSAT REFURB SOLUTIONS PRIVATE LIMITED
07AAFCM3089B1ZM,MEGA AUDIO INTERNATIONAL PVT LTD
07AAEPO0204E1ZD,RAMA ELECTRIC & MACHINERY STORE
07AAACF9464A1ZT,FENDA AUDIO (INDIA) PRIVATE LIMITED
07ABCPS1839G1ZM,SHANCO ELECTRICALS
07AAOCA2033N1ZI,AIRTEC ELECTROVISION PRIVATE LIMITED
07AADCA0369C1Z5,ARIGATO & OBLIGADO MERCHANDISE PVT. LTD.
07AAFCB1172N1ZK,BELLSTAR TRADING PRIVATE LIMITED
07AABCB7810R1ZB,BALAJI SOLUTIONS PRIVATE LIMITED
07AAACU6782E1Z7,USHA SHRI RAM ENTERPRISES PRIVATE LIMITED
07AAACN0138P1ZD,TRIMASTER PRIVATE LIMITED
07APLPA4690L1ZK,COOL TECH INDUSTRIES
07AAACC2836M1ZL,CALLIDA ELECTRICALS PVT. LTD.
07AAFFC7896P1ZI,COMPUTECH SYSTEMS
07AADCA9042N1ZE,AGNI DEVICES PRIVATE LIMITED
